Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender_Target,Packaging_Type,Main_Ingredient,Cruelty_Free,Country_of_Origin
4291,Ilia Beauty,Bronzer,Occasional,146.41,2.5,1352,200ml,Sensitive,Unisex,Spray,Retinol,TRUE,France
4292,Tatcha,Face Oil,Monthly,31.9,1.9,2674,150ml,Normal,Unisex,Spray,Salicylic Acid,TRUE,Italy
4293,Morphe,Lip Liner,Weekly,115.1,1.3,2410,150ml,Normal,Female,Jar,Hyaluronic Acid,FALSE,USA
4294,Laura Mercier,Highlighter,Occasional,101.6,1.6,7506,250ml,Sensitive,Unisex,Stick,Hyaluronic Acid,FALSE,Germany
4295,Kiehl’s,Lip Liner,Daily,51.65,3.4,9261,250ml,Dry,Unisex,Bottle,Hyaluronic Acid,TRUE,South Korea
4296,Becca,Face Mask,Weekly,88.08,1.8,3915,50ml,Oily,Male,Jar,Glycerin,TRUE,Italy
4297,Shiseido,Cleanser,Monthly,104.45,2.7,8650,30ml,Oily,Male,Spray,Salicylic Acid,TRUE,Germany
4298,Make Up For Ever,Foundation,Occasional,112.46,1.5,5259,100ml,Sensitive,Female,Stick,Salicylic Acid,TRUE,Australia
4299,Patrick Ta,Lip Gloss,Occasional,132.44,1.1,5449,250ml,Normal,Unisex,Tube,Shea Butter,FALSE,Germany
4300,Bourjois,BB Cream,Monthly,73.47,3.2,2327,50ml,Dry,Male,Spray,Shea Butter,FALSE,USA
4301,RMS Beauty,Powder,Weekly,32.39,4.9,1497,100ml,Normal,Unisex,Jar,Vitamin C,FALSE,UK
4302,Hourglass,CC Cream,Occasional,145.57,4.2,2799,100ml,Normal,Male,Stick,Hyaluronic Acid,FALSE,UK
4303,Morphe,Lipstick,Occasional,52.81,1.3,2842,200ml,Combination,Unisex,Stick,Retinol,FALSE,Australia
4304,Natasha Denona,Serum,Weekly,135.9,1.4,1065,200ml,Normal,Female,Bottle,Aloe Vera,FALSE,USA
4305,Natasha Denona,Face Oil,Weekly,148.85,4.0,6245,50ml,Sensitive,Unisex,Spray,Aloe Vera,TRUE,Japan
4306,Milk Makeup,CC Cream,Monthly,106.85,4.9,6954,50ml,Dry,Female,Jar,Shea Butter,TRUE,Japan
4307,Natasha Denona,Eyeliner,Weekly,53.01,3.5,1851,30ml,Normal,Unisex,Jar,Aloe Vera,FALSE,USA
4308,Tatcha,Contour,Occasional,49.34,3.0,7751,30ml,Sensitive,Female,Compact,Retinol,FALSE,Australia
4309,Bite Beauty,Blush,Occasional,120.48,4.1,8027,50ml,Normal,Unisex,Bottle,Retinol,TRUE,South Korea
4310,Pat McGrath Labs,Eye Shadow,Daily,87.75,4.2,4224,100ml,Combination,Unisex,Compact,Salicylic Acid,TRUE,Japan
4311,Ilia Beauty,Setting Spray,Monthly,73.43,4.4,8372,250ml,Sensitive,Female,Stick,Vitamin C,FALSE,South Korea
4312,Fenty Beauty,Concealer,Daily,88.92,1.8,4092,250ml,Combination,Male,Jar,Hyaluronic Acid,FALSE,UK
4313,Sisley,Blush,Occasional,29.12,3.7,1464,100ml,Oily,Male,Stick,Salicylic Acid,FALSE,Japan
4314,Huda Beauty,Lip Gloss,Occasional,98.69,4.4,9090,250ml,Combination,Male,Tube,Aloe Vera,TRUE,South Korea
4315,Bourjois,Lipstick,Daily,146.38,1.5,3836,200ml,Dry,Male,Jar,Shea Butter,TRUE,Australia
4316,Ilia Beauty,Exfoliator,Daily,26.88,2.0,8827,250ml,Oily,Female,Spray,Salicylic Acid,FALSE,Germany
4317,Bobby Brown,BB Cream,Occasional,139.42,4.2,8166,200ml,Sensitive,Male,Jar,Vitamin C,TRUE,UK
4318,Charlotte Tilbury,Lip Liner,Daily,109.39,3.2,5645,50ml,Oily,Male,Jar,Glycerin,TRUE,South Korea
4319,Drunk Elephant,Serum,Weekly,25.07,3.0,455,50ml,Oily,Unisex,Compact,Salicylic Acid,FALSE,Italy
4320,Morphe,Highlighter,Weekly,12.36,1.2,3746,250ml,Combination,Female,Spray,Shea Butter,TRUE,Australia
4321,Fenty Beauty,Lip Liner,Daily,46.34,3.3,4445,50ml,Dry,Unisex,Jar,Shea Butter,FALSE,Germany
4322,Shiseido,Highlighter,Monthly,103.29,3.9,5534,250ml,Oily,Female,Bottle,Vitamin C,TRUE,USA
4323,Drunk Elephant,Bronzer,Occasional,126.64,4.2,3758,150ml,Dry,Unisex,Compact,Glycerin,FALSE,Australia
4324,Too Faced,Mascara,Daily,10.86,1.0,5259,100ml,Dry,Unisex,Jar,Shea Butter,FALSE,Australia
4325,Huda Beauty,Face Oil,Daily,117.45,3.6,7839,150ml,Sensitive,Female,Bottle,Salicylic Acid,TRUE,Italy
4326,Juvia’s Place,Primer,Occasional,119.82,2.0,8105,30ml,Dry,Unisex,Jar,Retinol,TRUE,UK
4327,NARS,Face Oil,Daily,11.63,3.9,5977,150ml,Combination,Unisex,Tube,Retinol,FALSE,Australia
4328,Ilia Beauty,Powder,Occasional,96.68,1.2,7464,100ml,Combination,Unisex,Stick,Shea Butter,FALSE,UK
4329,RMS Beauty,Mascara,Monthly,67.13,4.4,4858,150ml,Dry,Female,Bottle,Shea Butter,TRUE,Australia
4330,NARS,Exfoliator,Monthly,100.41,3.9,157,100ml,Oily,Male,Stick,Shea Butter,TRUE,Germany
4331,Patrick Ta,Powder,Weekly,61.0,2.8,1969,200ml,Normal,Unisex,Spray,Aloe Vera,TRUE,UK
4332,Natasha Denona,Serum,Daily,14.12,2.9,2284,50ml,Oily,Female,Tube,Aloe Vera,FALSE,France
4333,E.l.f.,Cleanser,Occasional,91.13,3.5,8928,50ml,Dry,Female,Jar,Salicylic Acid,TRUE,Germany
4334,Danessa Myricks,Contour,Weekly,122.52,1.0,6847,250ml,Sensitive,Unisex,Compact,Glycerin,TRUE,UK
4335,Charlotte Tilbury,Powder,Monthly,71.15,4.7,1878,200ml,Dry,Unisex,Tube,Aloe Vera,FALSE,Italy
4336,Morphe,CC Cream,Occasional,68.88,3.2,7917,200ml,Normal,Unisex,Stick,Glycerin,TRUE,Italy
4337,Patrick Ta,Foundation,Monthly,75.22,2.0,2685,100ml,Combination,Unisex,Compact,Aloe Vera,FALSE,Germany
4338,E.l.f.,Setting Spray,Monthly,101.69,2.1,4217,250ml,Dry,Unisex,Spray,Aloe Vera,TRUE,UK
4339,Farsali,Eyeliner,Monthly,80.85,1.7,288,30ml,Dry,Unisex,Spray,Aloe Vera,TRUE,Germany
4340,Juvia’s Place,Lipstick,Monthly,138.1,3.5,7598,50ml,Oily,Male,Stick,Shea Butter,FALSE,USA
4341,Drunk Elephant,Cleanser,Daily,121.27,3.9,8849,200ml,Dry,Male,Jar,Shea Butter,FALSE,Germany
4342,Farsali,Face Oil,Monthly,124.5,4.8,4375,250ml,Dry,Male,Jar,Salicylic Acid,FALSE,South Korea
4343,Morphe,Cleanser,Occasional,24.17,2.0,8272,50ml,Normal,Female,Tube,Aloe Vera,FALSE,Germany
4344,Urban Decay,Highlighter,Occasional,41.74,4.8,9983,250ml,Oily,Female,Bottle,Glycerin,TRUE,Italy
4345,Clinique,Lip Liner,Occasional,38.81,1.5,6724,150ml,Combination,Male,Compact,Salicylic Acid,TRUE,France
4346,Morphe,Concealer,Daily,46.93,3.2,7591,200ml,Combination,Male,Jar,Vitamin C,FALSE,South Korea
4347,Huda Beauty,Concealer,Daily,13.1,3.2,1215,200ml,Sensitive,Male,Tube,Glycerin,TRUE,Germany
4348,Farsali,CC Cream,Daily,128.82,1.6,5959,30ml,Sensitive,Unisex,Compact,Retinol,FALSE,USA
4349,Ilia Beauty,BB Cream,Occasional,87.93,1.6,9208,150ml,Combination,Female,Bottle,Shea Butter,TRUE,Australia
4350,Natasha Denona,Blush,Weekly,71.9,1.9,136,200ml,Combination,Unisex,Compact,Salicylic Acid,TRUE,UK
4351,Shiseido,BB Cream,Daily,109.16,1.6,197,30ml,Normal,Female,Spray,Salicylic Acid,FALSE,Germany
4352,Glossier,Blush,Weekly,148.1,1.7,8095,200ml,Oily,Female,Tube,Shea Butter,FALSE,Australia
4353,Perricone MD,Cleanser,Monthly,26.54,4.5,129,250ml,Dry,Female,Spray,Hyaluronic Acid,TRUE,South Korea
4354,Morphe,Eye Shadow,Weekly,63.37,3.1,9342,100ml,Combination,Female,Compact,Salicylic Acid,FALSE,Italy
4355,Tarte,BB Cream,Occasional,54.58,1.1,9600,50ml,Combination,Female,Jar,Hyaluronic Acid,TRUE,Italy
4356,Sisley,Makeup Remover,Daily,120.32,2.5,6765,30ml,Sensitive,Female,Spray,Hyaluronic Acid,FALSE,South Korea
4357,Perricone MD,Lip Gloss,Monthly,70.44,2.8,3290,30ml,Sensitive,Male,Stick,Vitamin C,FALSE,Japan
4358,E.l.f.,CC Cream,Occasional,124.79,4.7,9116,50ml,Combination,Unisex,Stick,Salicylic Acid,FALSE,France
4359,RMS Beauty,Setting Spray,Daily,65.96,5.0,9330,150ml,Sensitive,Male,Tube,Glycerin,FALSE,UK
4360,Fenty Beauty,Moisturizer,Occasional,125.62,3.5,6808,200ml,Oily,Male,Spray,Vitamin C,FALSE,South Korea
4361,Hourglass,Lip Liner,Weekly,66.95,1.6,9873,30ml,Sensitive,Unisex,Bottle,Shea Butter,TRUE,Germany
4362,Morphe,Mascara,Weekly,83.67,4.0,6855,150ml,Dry,Male,Bottle,Salicylic Acid,FALSE,Germany
4363,Hourglass,BB Cream,Weekly,99.99,4.3,7493,50ml,Dry,Male,Tube,Aloe Vera,TRUE,Australia
4364,Farsali,Mascara,Occasional,87.1,3.3,4243,30ml,Dry,Female,Tube,Hyaluronic Acid,TRUE,France
4365,Sisley,Lip Gloss,Monthly,94.08,3.5,2291,250ml,Sensitive,Female,Spray,Hyaluronic Acid,FALSE,Australia
4366,Charlotte Tilbury,Lip Gloss,Weekly,88.08,1.5,9728,200ml,Sensitive,Female,Tube,Salicylic Acid,FALSE,USA
4367,NARS,Concealer,Monthly,110.76,3.5,6463,30ml,Dry,Unisex,Compact,Hyaluronic Acid,TRUE,France
4368,Bourjois,Makeup Remover,Weekly,33.2,1.8,4587,200ml,Oily,Male,Jar,Retinol,TRUE,Italy
4369,Pat McGrath Labs,Eye Shadow,Daily,142.02,2.1,2805,250ml,Normal,Unisex,Compact,Vitamin C,TRUE,Germany
4370,Bite Beauty,BB Cream,Occasional,57.04,2.3,669,150ml,Normal,Unisex,Jar,Aloe Vera,TRUE,South Korea
4371,Rare Beauty,Cleanser,Daily,31.97,1.7,1758,250ml,Normal,Male,Stick,Hyaluronic Acid,TRUE,Australia
4372,Clinique,Highlighter,Monthly,52.05,2.6,8818,50ml,Combination,Male,Compact,Retinol,FALSE,Italy
4373,ColourPop,Foundation,Occasional,39.01,1.8,4418,100ml,Combination,Female,Compact,Aloe Vera,TRUE,UK
4374,RMS Beauty,Face Mask,Weekly,112.55,1.7,9657,50ml,Sensitive,Unisex,Tube,Hyaluronic Acid,FALSE,Italy
4375,Sisley,Concealer,Weekly,88.26,2.2,9619,100ml,Dry,Female,Jar,Shea Butter,FALSE,South Korea
4376,Natasha Denona,Face Oil,Daily,132.28,4.8,5280,30ml,Sensitive,Male,Compact,Hyaluronic Acid,FALSE,South Korea
4377,Clinique,Bronzer,Monthly,61.35,4.1,1229,250ml,Sensitive,Male,Tube,Vitamin C,FALSE,Italy
4378,Sisley,Highlighter,Occasional,108.24,4.8,1030,250ml,Oily,Male,Spray,Vitamin C,TRUE,Germany
4379,KVD Beauty,BB Cream,Monthly,14.17,1.2,9434,30ml,Oily,Female,Jar,Aloe Vera,TRUE,Germany
4380,Urban Decay,Contour,Monthly,81.27,4.6,8307,200ml,Combination,Female,Compact,Retinol,TRUE,Australia
4381,Laura Mercier,Primer,Occasional,38.56,3.7,4587,250ml,Normal,Male,Jar,Glycerin,FALSE,France
4382,Pat McGrath Labs,Serum,Monthly,95.54,4.6,7510,50ml,Oily,Male,Spray,Shea Butter,TRUE,USA
4383,KVD Beauty,Face Mask,Weekly,84.71,1.3,2353,100ml,Normal,Female,Compact,Shea Butter,FALSE,USA
4384,Yves Saint Laurent,Bronzer,Weekly,140.27,2.7,6181,30ml,Combination,Unisex,Jar,Aloe Vera,FALSE,Australia
4385,NARS,Foundation,Daily,30.47,3.7,3732,250ml,Normal,Unisex,Tube,Shea Butter,TRUE,Japan
4386,Patrick Ta,Face Mask,Weekly,85.05,3.5,3585,50ml,Sensitive,Male,Compact,Salicylic Acid,FALSE,Japan
4387,E.l.f.,Lip Liner,Occasional,103.08,3.3,4225,100ml,Normal,Female,Spray,Hyaluronic Acid,TRUE,USA
4388,Charlotte Tilbury,Blush,Monthly,32.11,3.9,1583,100ml,Combination,Male,Tube,Salicylic Acid,FALSE,USA
4389,Perricone MD,Contour,Daily,28.75,4.0,5102,200ml,Dry,Female,Jar,Shea Butter,TRUE,USA
4390,Danessa Myricks,Makeup Remover,Weekly,98.2,4.4,522,50ml,Sensitive,Male,Compact,Vitamin C,FALSE,UK
4391,Milk Makeup,Contour,Daily,110.83,2.0,9281,100ml,Normal,Female,Spray,Glycerin,FALSE,UK
4392,Pat McGrath Labs,Bronzer,Monthly,90.03,4.9,5304,50ml,Dry,Male,Spray,Retinol,FALSE,Germany
4393,IT Cosmetics,Mascara,Occasional,53.15,1.4,5007,200ml,Sensitive,Female,Jar,Retinol,FALSE,South Korea
4394,Natasha Denona,Blush,Monthly,42.57,2.8,4417,150ml,Dry,Unisex,Bottle,Glycerin,TRUE,Germany
4395,Shiseido,Foundation,Weekly,141.87,3.4,649,200ml,Dry,Female,Compact,Salicylic Acid,TRUE,Australia
4396,Drunk Elephant,Bronzer,Monthly,31.84,4.4,7469,100ml,Oily,Female,Spray,Vitamin C,TRUE,France
4397,Laura Mercier,Moisturizer,Monthly,141.6,3.3,9657,50ml,Oily,Unisex,Jar,Shea Butter,FALSE,France
4398,Too Faced,Mascara,Occasional,106.52,1.9,2238,250ml,Normal,Female,Tube,Glycerin,TRUE,UK
4399,Hourglass,Contour,Occasional,112.11,4.5,8432,250ml,Combination,Male,Spray,Shea Butter,FALSE,Japan
4400,Becca,Lip Liner,Occasional,89.03,2.4,5740,50ml,Oily,Male,Spray,Salicylic Acid,FALSE,France
4401,Morphe,BB Cream,Occasional,76.05,4.3,7062,50ml,Normal,Unisex,Jar,Shea Butter,FALSE,Italy
4402,Farsali,Eye Shadow,Weekly,134.12,1.2,6152,250ml,Oily,Unisex,Compact,Hyaluronic Acid,FALSE,South Korea
4403,Tatcha,Exfoliator,Daily,103.87,1.1,1644,200ml,Combination,Unisex,Spray,Aloe Vera,TRUE,France
4404,Kiehl’s,Face Mask,Daily,16.08,4.6,4308,150ml,Combination,Unisex,Spray,Salicylic Acid,TRUE,South Korea
4405,Bourjois,Exfoliator,Daily,43.36,1.5,283,50ml,Dry,Male,Jar,Vitamin C,FALSE,Japan
4406,Patrick Ta,Eyeliner,Daily,68.18,1.8,5927,50ml,Sensitive,Female,Spray,Retinol,FALSE,UK
4407,Bobby Brown,Mascara,Daily,117.8,1.4,2374,150ml,Normal,Unisex,Stick,Glycerin,FALSE,South Korea
4408,RMS Beauty,Cleanser,Occasional,89.92,3.1,1935,30ml,Oily,Male,Spray,Salicylic Acid,TRUE,Italy
4409,Clinique,Setting Spray,Monthly,115.19,1.0,2166,150ml,Oily,Male,Stick,Vitamin C,TRUE,South Korea
4410,Bite Beauty,Cleanser,Occasional,124.18,2.5,1840,200ml,Normal,Male,Tube,Aloe Vera,TRUE,France
4411,Charlotte Tilbury,Blush,Daily,68.32,1.6,7313,150ml,Dry,Female,Bottle,Retinol,FALSE,Australia
4412,Glossier,Lip Gloss,Monthly,94.53,1.4,9474,100ml,Combination,Male,Bottle,Glycerin,TRUE,France
4413,Kylie Cosmetics,Bronzer,Monthly,115.29,2.0,8805,200ml,Normal,Female,Compact,Vitamin C,TRUE,Italy
4414,Ilia Beauty,Lip Gloss,Daily,98.57,1.5,5007,100ml,Normal,Unisex,Bottle,Shea Butter,FALSE,Japan
4415,KVD Beauty,Lipstick,Daily,30.53,4.7,1684,150ml,Normal,Female,Bottle,Retinol,TRUE,USA
4416,Glossier,Moisturizer,Daily,107.62,1.7,9300,100ml,Sensitive,Male,Tube,Retinol,FALSE,France
4417,Huda Beauty,Makeup Remover,Occasional,34.84,1.3,7000,100ml,Normal,Unisex,Compact,Aloe Vera,FALSE,Italy
4418,Clinique,Cleanser,Monthly,19.49,4.0,1318,200ml,Normal,Male,Stick,Vitamin C,FALSE,South Korea
4419,Tarte,Lip Gloss,Daily,54.75,2.7,1228,100ml,Oily,Female,Compact,Salicylic Acid,FALSE,USA
4420,Natasha Denona,Cleanser,Occasional,101.44,4.0,3892,30ml,Normal,Unisex,Bottle,Glycerin,TRUE,USA
4421,Yves Saint Laurent,Bronzer,Daily,43.31,1.4,8847,200ml,Oily,Unisex,Spray,Salicylic Acid,TRUE,Japan
4422,Clinique,Foundation,Monthly,93.27,3.6,7588,50ml,Normal,Unisex,Tube,Hyaluronic Acid,TRUE,Germany
4423,Danessa Myricks,Makeup Remover,Occasional,141.36,3.2,8149,30ml,Dry,Male,Compact,Salicylic Acid,FALSE,Australia
4424,KVD Beauty,Face Mask,Occasional,109.66,4.6,7507,200ml,Sensitive,Female,Spray,Salicylic Acid,FALSE,South Korea
4425,Tatcha,Makeup Remover,Daily,20.54,1.8,3506,250ml,Sensitive,Female,Spray,Salicylic Acid,TRUE,Australia
4426,Bourjois,Eyeliner,Monthly,107.74,1.2,3059,200ml,Oily,Male,Stick,Hyaluronic Acid,TRUE,Australia
4427,Tarte,Moisturizer,Weekly,110.56,3.8,5194,30ml,Oily,Female,Spray,Retinol,FALSE,Japan
4428,Urban Decay,Eyeliner,Monthly,110.08,1.4,2286,200ml,Dry,Male,Spray,Shea Butter,TRUE,South Korea
4429,Natasha Denona,Cleanser,Weekly,89.74,1.4,3642,150ml,Oily,Female,Jar,Hyaluronic Acid,FALSE,Germany
4430,IT Cosmetics,BB Cream,Occasional,23.2,3.1,1780,30ml,Combination,Male,Bottle,Retinol,FALSE,France
4431,NARS,Exfoliator,Weekly,133.98,4.5,9735,150ml,Combination,Unisex,Stick,Glycerin,FALSE,Germany
4432,Patrick Ta,CC Cream,Daily,75.49,4.1,1330,50ml,Sensitive,Male,Spray,Glycerin,FALSE,Germany
4433,Kiehl’s,Makeup Remover,Monthly,67.27,4.6,1347,250ml,Oily,Female,Stick,Vitamin C,TRUE,Australia
4434,Milk Makeup,Face Oil,Daily,72.79,3.0,4269,150ml,Combination,Female,Tube,Hyaluronic Acid,TRUE,USA
4435,Fenty Beauty,Concealer,Weekly,81.61,4.5,8431,250ml,Oily,Unisex,Tube,Shea Butter,TRUE,USA
4436,Urban Decay,Eye Shadow,Occasional,129.5,2.3,3925,30ml,Dry,Female,Jar,Salicylic Acid,TRUE,Italy
4437,E.l.f.,Face Mask,Daily,65.71,2.9,5272,30ml,Sensitive,Male,Spray,Aloe Vera,TRUE,UK
4438,Tatcha,Lip Liner,Weekly,51.49,4.7,2025,200ml,Oily,Unisex,Spray,Glycerin,FALSE,Germany
4439,Tarte,Setting Spray,Occasional,96.86,4.0,8577,30ml,Sensitive,Male,Bottle,Hyaluronic Acid,FALSE,Japan
4440,Farsali,Exfoliator,Weekly,80.04,2.5,9937,30ml,Normal,Female,Jar,Retinol,FALSE,UK
4441,Glossier,BB Cream,Monthly,119.6,4.6,2284,100ml,Normal,Female,Stick,Salicylic Acid,TRUE,Germany
4442,IT Cosmetics,Concealer,Monthly,146.08,4.2,4782,150ml,Oily,Female,Spray,Hyaluronic Acid,TRUE,Italy
4443,Kiehl’s,Exfoliator,Weekly,37.36,2.5,4639,100ml,Dry,Unisex,Spray,Salicylic Acid,TRUE,Japan
4444,Urban Decay,Powder,Occasional,146.5,3.6,3065,100ml,Oily,Unisex,Tube,Aloe Vera,TRUE,UK
4445,Rare Beauty,Mascara,Monthly,131.39,2.1,6119,200ml,Oily,Male,Stick,Vitamin C,FALSE,Japan
4446,Kylie Cosmetics,BB Cream,Monthly,109.29,4.7,5457,150ml,Combination,Male,Spray,Glycerin,TRUE,Italy
4447,Farsali,Moisturizer,Weekly,86.37,1.4,2151,150ml,Normal,Male,Compact,Shea Butter,TRUE,Australia
4448,Charlotte Tilbury,Eyeliner,Daily,99.07,4.2,7562,50ml,Sensitive,Unisex,Compact,Shea Butter,TRUE,Japan
4449,Patrick Ta,CC Cream,Occasional,23.72,4.7,3713,250ml,Combination,Unisex,Spray,Aloe Vera,FALSE,Germany
4450,IT Cosmetics,Makeup Remover,Occasional,57.4,1.6,3690,200ml,Oily,Female,Compact,Retinol,FALSE,France
4451,Juvia’s Place,Foundation,Monthly,36.63,4.7,3179,150ml,Normal,Male,Tube,Vitamin C,FALSE,UK
4452,RMS Beauty,Setting Spray,Monthly,76.67,4.7,2465,30ml,Oily,Female,Spray,Hyaluronic Acid,FALSE,USA
4453,Bobby Brown,Cleanser,Monthly,82.2,3.5,8078,200ml,Normal,Female,Tube,Glycerin,FALSE,USA
4454,Drunk Elephant,Lipstick,Daily,137.39,1.5,5771,150ml,Sensitive,Female,Bottle,Retinol,FALSE,Australia
4455,Yves Saint Laurent,Bronzer,Daily,42.96,2.6,2445,50ml,Combination,Female,Tube,Hyaluronic Acid,TRUE,France
4456,Juvia’s Place,BB Cream,Monthly,24.07,1.4,3137,50ml,Sensitive,Male,Compact,Salicylic Acid,FALSE,South Korea
4457,Bobby Brown,Lip Gloss,Daily,96.55,2.8,1784,200ml,Sensitive,Female,Compact,Aloe Vera,FALSE,USA
4458,Clinique,Primer,Weekly,17.41,1.0,5150,30ml,Combination,Male,Tube,Shea Butter,FALSE,Italy
4459,Laura Mercier,Contour,Occasional,65.18,3.0,3568,30ml,Oily,Female,Bottle,Salicylic Acid,TRUE,Japan
4460,Urban Decay,Eyeliner,Occasional,14.18,1.9,9571,50ml,Normal,Female,Jar,Glycerin,FALSE,Japan
4461,Bobby Brown,Bronzer,Weekly,146.88,2.5,6130,100ml,Normal,Female,Stick,Salicylic Acid,FALSE,France
4462,Fenty Beauty,Exfoliator,Monthly,73.1,1.5,3978,250ml,Normal,Unisex,Spray,Vitamin C,FALSE,UK
4463,E.l.f.,Primer,Monthly,112.87,3.4,5841,100ml,Combination,Female,Compact,Salicylic Acid,FALSE,UK
4464,Fenty Beauty,Highlighter,Monthly,103.93,1.5,6801,100ml,Normal,Unisex,Bottle,Hyaluronic Acid,TRUE,UK
4465,Anastasia Beverly Hills,Face Oil,Monthly,145.82,4.6,8192,100ml,Combination,Unisex,Compact,Retinol,FALSE,South Korea
4466,Clinique,Setting Spray,Monthly,72.99,3.4,5236,50ml,Sensitive,Male,Spray,Aloe Vera,TRUE,South Korea
4467,Tatcha,Powder,Daily,148.58,1.6,6372,100ml,Oily,Unisex,Compact,Hyaluronic Acid,TRUE,South Korea
4468,E.l.f.,Cleanser,Monthly,119.58,1.4,593,250ml,Sensitive,Male,Jar,Hyaluronic Acid,TRUE,Italy
4469,Natasha Denona,Powder,Monthly,28.56,3.5,5718,200ml,Dry,Male,Bottle,Vitamin C,TRUE,USA
4470,Clinique,Moisturizer,Monthly,59.27,4.6,8522,30ml,Oily,Male,Spray,Glycerin,TRUE,Italy
4471,Glossier,Concealer,Monthly,30.38,4.1,6690,30ml,Sensitive,Female,Stick,Glycerin,TRUE,Italy
4472,Patrick Ta,Cleanser,Daily,144.82,3.7,7590,100ml,Dry,Female,Spray,Salicylic Acid,TRUE,Italy
4473,Sisley,Mascara,Daily,148.33,1.3,2890,150ml,Combination,Unisex,Spray,Shea Butter,TRUE,South Korea
4474,Urban Decay,Eye Shadow,Occasional,13.82,3.4,8973,150ml,Normal,Male,Jar,Glycerin,FALSE,USA
4475,Rare Beauty,Lip Gloss,Daily,123.68,2.6,7674,30ml,Normal,Female,Compact,Salicylic Acid,TRUE,Italy
4476,Bourjois,Eye Shadow,Occasional,60.44,4.8,3436,150ml,Dry,Unisex,Stick,Salicylic Acid,TRUE,Japan
4477,Anastasia Beverly Hills,Powder,Weekly,117.54,3.7,5512,30ml,Normal,Unisex,Tube,Vitamin C,TRUE,Japan
4478,Glossier,Serum,Occasional,90.35,4.7,5438,250ml,Sensitive,Male,Bottle,Salicylic Acid,TRUE,South Korea
4479,Bite Beauty,Face Mask,Monthly,61.52,3.0,1376,100ml,Combination,Female,Tube,Salicylic Acid,FALSE,UK
4480,Bourjois,Exfoliator,Monthly,145.24,4.7,2867,30ml,Dry,Unisex,Compact,Salicylic Acid,FALSE,UK
4481,Make Up For Ever,Eye Shadow,Occasional,92.6,2.7,3878,100ml,Sensitive,Unisex,Stick,Aloe Vera,TRUE,Japan
4482,Yves Saint Laurent,Face Mask,Weekly,126.91,4.1,684,200ml,Combination,Female,Jar,Aloe Vera,TRUE,Italy
4483,Drunk Elephant,Exfoliator,Daily,106.52,3.5,1817,30ml,Sensitive,Female,Spray,Vitamin C,TRUE,USA
4484,Patrick Ta,Highlighter,Daily,105.97,1.3,5236,30ml,Oily,Unisex,Bottle,Hyaluronic Acid,FALSE,Australia
4485,Charlotte Tilbury,Blush,Occasional,47.45,2.5,935,200ml,Combination,Male,Spray,Salicylic Acid,FALSE,South Korea
4486,Natasha Denona,Highlighter,Occasional,31.17,2.4,8908,150ml,Combination,Male,Bottle,Salicylic Acid,FALSE,France
4487,Clinique,Bronzer,Weekly,11.19,3.0,7588,200ml,Normal,Female,Spray,Vitamin C,TRUE,South Korea
4488,Rare Beauty,Eye Shadow,Occasional,117.74,3.4,3544,200ml,Sensitive,Male,Tube,Vitamin C,TRUE,Italy
4489,Laura Mercier,Foundation,Monthly,58.16,2.6,9035,100ml,Oily,Female,Tube,Aloe Vera,TRUE,Japan
4490,Farsali,Moisturizer,Weekly,132.59,3.0,7848,30ml,Normal,Female,Tube,Aloe Vera,FALSE,South Korea
4491,IT Cosmetics,CC Cream,Weekly,20.67,4.8,1559,100ml,Normal,Male,Bottle,Shea Butter,TRUE,Japan
4492,Tatcha,Eyeliner,Monthly,44.41,1.2,7935,30ml,Normal,Male,Bottle,Salicylic Acid,TRUE,Germany
4493,Rare Beauty,Face Mask,Occasional,143.55,2.2,8527,30ml,Sensitive,Male,Tube,Glycerin,FALSE,France
4494,Shiseido,Highlighter,Occasional,26.92,3.8,1600,250ml,Oily,Unisex,Jar,Shea Butter,FALSE,Germany
4495,Yves Saint Laurent,Powder,Occasional,74.83,1.8,9819,250ml,Normal,Unisex,Jar,Retinol,TRUE,South Korea
4496,Hourglass,Primer,Occasional,108.21,2.3,9786,100ml,Combination,Unisex,Bottle,Aloe Vera,FALSE,Japan
4497,Ilia Beauty,Foundation,Monthly,47.27,2.0,5636,50ml,Sensitive,Male,Spray,Hyaluronic Acid,TRUE,USA
4498,E.l.f.,Lip Liner,Occasional,92.7,4.0,6404,200ml,Sensitive,Unisex,Bottle,Vitamin C,TRUE,Australia
4499,Pat McGrath Labs,Lipstick,Monthly,76.81,4.8,2658,150ml,Sensitive,Female,Tube,Retinol,TRUE,Japan
4500,Natasha Denona,Face Mask,Daily,140.74,4.5,3882,150ml,Oily,Unisex,Bottle,Aloe Vera,FALSE,Italy
4501,E.l.f.,BB Cream,Weekly,21.98,4.3,6841,50ml,Dry,Male,Bottle,Glycerin,FALSE,Japan
4502,Urban Decay,Mascara,Monthly,31.64,1.2,848,250ml,Combination,Unisex,Tube,Vitamin C,FALSE,Germany
4503,Kylie Cosmetics,Moisturizer,Monthly,142.79,2.5,2205,50ml,Dry,Female,Jar,Retinol,FALSE,Australia
4504,Kylie Cosmetics,Lip Gloss,Occasional,106.88,2.1,5116,100ml,Dry,Unisex,Stick,Aloe Vera,TRUE,USA
